image_path,Detection,Has animal,Localization
b96c37ae-d1a6-27d9-ff8b-e9edc10e39f8.jpg,1,true,"tensor([[233.9243, 128.6232, 430.3501, 331.0659]], device='cuda:0')"
c9b051a1-c251-ae33-aef3-f492c6ea731d.jpg,1,true,"tensor([[246.7492, 126.5009, 431.2238, 357.2298]], device='cuda:0')"
576dbe83-3733-d804-eedc-b2de1ebab777.jpg,2,true,"tensor([[278.1198, 127.6992, 477.2599, 284.1750],
        [ 82.3349, 130.3038, 329.2712, 289.4837]], device='cuda:0')"
70879527-97d7-d19d-d46e-6b59d84a8b89.jpg,1,true,"tensor([[128.5574,  76.9842, 559.2072, 298.1571]], device='cuda:0')"
9a0912ae-7280-60b1-55d2-da6d47de5871.jpg,3,true,"tensor([[357.5299, 211.1969, 547.2866, 358.1349],
        [ 96.2302, 208.6322, 335.5901, 367.2291],
        [ 81.9132, 211.8031, 177.1288, 364.6919]], device='cuda:0')"
381d66b7-fb47-d39d-6dab-3a174ed881f2.jpg,2,true,"tensor([[329.9826, 179.2181, 515.1793, 318.3652],
        [124.3094, 184.2438, 313.9164, 304.2402]], device='cuda:0')"
89cf3b77-5205-1072-e65e-ac15a9132637.jpg,1,true,"tensor([[323.7835, 240.0427, 363.3495, 267.4291]], device='cuda:0')"
964e3c2e-0a8d-abf4-1d0b-911602de3539.jpg,5,true,"tensor([[184.8025, 259.3886, 214.9732, 285.1490],
        [ 82.0897, 251.9873, 114.9607, 293.8910],
        [287.5580, 248.3313, 407.4500, 294.4119],
        [274.0047, 245.3470, 377.0178, 289.3441],
        [391.0015, 260.3088, 408.8583, 287.6851]], device='cuda:0')"
4113340a-fa17-0aab-7583-3260e8764e3d.jpg,1,true,"tensor([[160.2139,  91.8823, 425.0890, 372.4381]], device='cuda:0')"
6ce614f6-96fa-4ca6-8768-6ce93e3f46aa.jpg,2,true,"tensor([[386.3081, 205.9373, 457.8737, 276.6790],
        [198.7763, 139.1898, 272.8495, 247.3778]], device='cuda:0')"
e910cb03-2e04-bd6e-0d86-c8f9f3d984a7.jpg,2,true,"tensor([[172.4678, 110.8053, 530.2515, 363.0498],
        [252.8429, 213.1060, 465.5328, 381.2515]], device='cuda:0')"
e19a1c2f-421a-eabc-66b3-ad2666e488d2.jpg,1,true,"tensor([[229.5877, 186.3076, 423.3058, 325.6170]], device='cuda:0')"
67acd333-dda1-018c-6f40-6a0be515f5f8.jpg,1,true,"tensor([[ 84.1864, 123.2217, 522.2068, 348.9626]], device='cuda:0')"
01a2d9b5-de6b-bf9e-6caf-741762b225ba.jpg,6,true,"tensor([[288.4185, 249.2529, 306.7115, 271.6912],
        [311.0172, 247.4636, 327.7098, 271.3895],
        [337.8100, 248.9615, 352.6335, 265.7546],
        [338.2635, 248.5544, 368.9685, 295.6456],
        [341.8641, 262.2141, 369.8168, 295.8184],
        [374.3399, 250.2628, 409.8224, 286.1894]], device='cuda:0')"
ee411f17-68fe-4727-0782-c3aed0a38066.jpg,1,true,"tensor([[289.8342,  90.4688, 468.4431, 406.4345]], device='cuda:0')"
1c8a2f0b-e4dd-20d0-a171-486568a715da.jpg,2,true,"tensor([[496.8698, 160.0233, 574.6380, 253.2515],
        [135.2530, 102.3067, 514.9362, 279.5792]], device='cuda:0')"
a098af25-5ffd-965b-57b3-7acd2b971df1.jpg,2,true,"tensor([[ 82.9882, 131.6944, 254.5395, 404.6706],
        [ 88.4628,  97.8753, 539.9287, 426.1977]], device='cuda:0')"
620051a1-bb05-7c96-b61f-e9e0eac89ac0.jpg,3,true,"tensor([[398.7437, 220.6209, 574.9403, 331.4800],
        [199.7085, 206.4247, 383.8422, 336.0173],
        [335.7356, 257.7101, 401.8691, 313.9609]], device='cuda:0')"
cb3b4354-364f-175d-70c7-e593dc02b48f.jpg,1,true,"tensor([[101.0271, 115.9325, 494.5212, 358.6996]], device='cuda:0')"
edde7927-00f9-5cfd-1028-0268256372fb.jpg,1,true,"tensor([[254.9494, 203.8897, 487.8472, 342.8038]], device='cuda:0')"
e5271504-96ed-2c6c-a3bd-b6d6b64ac342.jpg,5,true,"tensor([[100.3739, 190.0912, 252.1792, 353.0035],
        [558.8036, 216.9453, 575.0573, 343.6530],
        [ 82.2349, 173.3215, 115.3431, 323.9604],
        [202.4867, 182.7274, 471.2283, 359.9632],
        [229.2193, 156.6772, 445.6547, 214.1644]], device='cuda:0')"
12b22a21-1789-ce36-a43f-4d38e4f9641d.jpg,3,true,"tensor([[438.7583, 200.1996, 531.0128, 262.6861],
        [138.3921, 171.3043, 229.0224, 266.7764],
        [275.4928, 187.1844, 368.0809, 253.9247]], device='cuda:0')"
71fad272-43c9-44cf-ce10-1d7551a19937.jpg,2,true,"tensor([[234.7218, 144.2099, 430.1355, 396.4514],
        [231.8170,  88.4148, 349.0309, 387.3200]], device='cuda:0')"
7db83cde-6cd3-d672-5c1b-c8dac5b9fa2c.jpg,1,true,"tensor([[189.3091,  58.3920, 396.6495, 426.3955]], device='cuda:0')"
78220630-e5f9-b9c7-7a36-95149ee39f76.jpg,1,true,"tensor([[176.5051, 142.9571, 483.8417, 327.6776]], device='cuda:0')"
88021b3a-39f5-07d7-9a95-4b111c16c0eb.jpg,1,true,"tensor([[267.8390,  95.9984, 411.8003, 376.3919]], device='cuda:0')"
7278aa0c-33af-0923-6b41-e53d25a98968.jpg,1,true,"tensor([[ 82.3088, 106.6440, 510.2881, 325.1836]], device='cuda:0')"
21aff82c-eb77-0a21-1aad-83e84ef80ee0.jpg,4,true,"tensor([[107.2859, 183.6815, 370.4059, 426.2620],
        [528.7830, 226.2652, 575.0088, 426.4420],
        [ 82.6922, 248.3911, 169.5608, 418.4313],
        [ 82.2816, 249.1788, 139.4349, 350.3532]], device='cuda:0')"
9cd18043-33d1-d858-262d-6eb5e0b56afa.jpg,7,true,"tensor([[ 99.4058, 131.3434, 128.4701, 158.9286],
        [447.4720,  86.5213, 574.5692, 373.9658],
        [523.5671, 104.7857, 542.7662, 131.5185],
        [123.6216, 128.0022, 153.7573, 155.6573],
        [ 83.0257,  86.7707, 543.1573, 417.9121],
        [314.4651, 116.3039, 334.7218, 142.9501],
        [358.8669, 107.4804, 374.2422, 126.3835]], device='cuda:0')"
a13239da-7fe1-edaa-d87d-6e9262eba805.jpg,3,true,"tensor([[234.2194, 129.7888, 575.4380, 426.0943],
        [ 81.5040,  58.5185, 374.9701, 426.3956],
        [ 86.0369,  58.3915, 573.8549, 425.9106]], device='cuda:0')"
abff82fe-d48b-432b-1a77-48e542340f34.jpg,1,true,"tensor([[136.8006, 150.7629, 507.1872, 317.8094]], device='cuda:0')"
b91cd19a-15d3-1c98-d247-073c8f4bf973.jpg,1,true,"tensor([[249.6085,  69.4536, 460.7889, 413.4720]], device='cuda:0')"
4fe2548f-aaa9-cb15-6917-706916e23426.jpg,1,true,"tensor([[303.6944, 197.4147, 426.8604, 269.1348]], device='cuda:0')"
0bde9ca1-822d-7928-e678-c979fc98d112.jpg,2,true,"tensor([[260.9746, 274.0887, 307.1050, 321.2418],
        [289.0019, 286.5008, 371.4416, 331.3372]], device='cuda:0')"
064a367d-6d2e-e835-f8d5-149a7c2f0c62.jpg,2,true,"tensor([[552.6080, 214.8787, 574.8643, 262.4167],
        [106.9447,  92.8401, 550.8701, 387.1358]], device='cuda:0')"
81297b6f-d5ad-e59d-f163-527ace212de0.jpg,1,true,"tensor([[154.8341, 139.5749, 422.2467, 284.2521]], device='cuda:0')"
cca33819-18ed-ca18-e6fe-f73290e2e2bf.jpg,1,true,"tensor([[ 83.2379, 145.9002, 571.9841, 363.3054]], device='cuda:0')"
c9e4a12a-ef40-4742-5425-ffdfb876ca3a.jpg,1,true,"tensor([[161.2733, 140.4562, 497.5263, 346.1988]], device='cuda:0')"
ed986660-fcd8-a0cf-6dd7-ac2e02698bc8.jpg,1,true,"tensor([[199.1079,  67.3872, 496.2270, 425.9790]], device='cuda:0')"
b7db165d-4c60-b163-09bf-a3397455aff2.jpg,3,true,"tensor([[567.4971, 194.5170, 574.8858, 233.0743],
        [ 82.2289, 156.2010, 127.7279, 272.0043],
        [ 96.5651, 149.2713, 437.8528, 321.5652]], device='cuda:0')"
33be42c7-4b82-4a4d-f0e8-15696ed5888b.jpg,4,true,"tensor([[438.8937, 145.0636, 574.6265, 297.5843],
        [ 82.0738, 113.3210, 138.6959, 271.0091],
        [148.7851, 128.1141, 474.3118, 285.1054],
        [114.1222, 124.1680, 407.9120, 277.8419]], device='cuda:0')"
2b752b7a-dd61-490c-9ef9-ec2959165831.jpg,3,true,"tensor([[488.9978, 166.0649, 567.7007, 328.7778],
        [ 82.2988, 142.0568, 259.3602, 331.1616],
        [125.8116, 147.2009, 386.7801, 325.6530]], device='cuda:0')"
fe58288d-ac8d-85a1-4160-832a74226464.jpg,14,true,"tensor([[356.0544, 268.1488, 379.7983, 288.7078],
        [453.8031, 269.9678, 466.6898, 288.0988],
        [118.1565, 272.7545, 150.7469, 295.2123],
        [215.8930, 270.8584, 239.0423, 296.0224],
        [286.7553, 277.6073, 305.8002, 295.1025],
        [527.7074, 273.8937, 574.5714, 306.8007],
        [ 86.2338, 270.3879, 126.7135, 297.1808],
        [241.1408, 271.3392, 259.2405, 286.9946],
        [248.5599, 272.0879, 290.9069, 296.3321],
        [162.8233, 274.0970, 195.7804, 294.2045],
        [191.8142, 274.5128, 218.9901, 293.9890],
        [400.8989, 268.3911, 432.8934, 285.0147],
        [304.3004, 271.2553, 358.7964, 300.3604],
        [483.2877, 267.9096, 504.8105, 285.2041]], device='cuda:0')"
848325bd-b0dd-69e9-a749-b42f2071b699.jpg,2,true,"tensor([[390.9920, 126.1344, 574.2870, 325.0238],
        [100.4348,  82.0294, 477.5083, 332.9720]], device='cuda:0')"
cadaddce-3020-cb3d-6367-ec5c9dd96f72.jpg,8,true,"tensor([[ 85.7342,  67.8750, 123.0900,  89.9253],
        [360.9427, 154.0410, 574.6456, 384.2456],
        [530.0363, 293.3559, 574.6793, 378.9916],
        [120.8033,  72.1403, 178.3739,  93.4596],
        [415.1821, 374.9306, 501.1815, 426.5126],
        [255.1306, 100.1205, 270.9100, 117.4624],
        [179.3251, 121.9588, 464.7259, 396.6177],
        [460.6617, 323.1454, 495.9410, 359.6786]], device='cuda:0')"
ecbaeb4f-1157-4385-e431-4934c2025182.jpg,1,true,"tensor([[123.4965, 163.9728, 413.2561, 348.8421]], device='cuda:0')"
af3d66a8-9142-6d82-89fc-a08b67e455ea.jpg,3,true,"tensor([[283.6384, 144.7620, 496.8155, 298.1381],
        [ 82.1949, 177.0731, 118.3331, 348.2435],
        [203.0670, 121.7969, 440.4991, 314.1532]], device='cuda:0')"
bece5fa6-b4e9-b7fd-263d-ae06094fc771.jpg,2,true,"tensor([[233.9677, 174.0565, 500.0659, 361.9530],
        [ 82.1505, 139.1492, 172.9327, 395.5957]], device='cuda:0')"
a86d8c02-800a-7dd9-6ebc-f0d4a0ddb7ec.jpg,8,true,"tensor([[453.3321, 252.5428, 516.3607, 291.3846],
        [166.1408, 252.6344, 197.8219, 278.8003],
        [183.1461, 254.0157, 266.7821, 295.1306],
        [545.8235, 253.9840, 575.7750, 285.9862],
        [101.2295, 243.1364, 149.5781, 280.2288],
        [367.7086, 252.1279, 426.9333, 285.8287],
        [291.8370, 252.2954, 371.7714, 278.7242],
        [419.5111, 252.2467, 438.5248, 277.7619]], device='cuda:0')"
3ccb58c9-43d1-a7af-80b0-39c1d3611c94.jpg,1,true,"tensor([[120.0483, 112.8442, 487.4770, 426.1038]], device='cuda:0')"
fe57eda2-f83e-867e-20ae-a0595ee31e4c.jpg,2,true,"tensor([[553.0169, 142.4809, 575.2335, 288.4746],
        [165.9166, 107.8862, 476.4380, 296.9255]], device='cuda:0')"
6b147a6a-e3b5-a0c2-df6f-0092c59ef906.jpg,2,true,"tensor([[513.2693, 225.0713, 574.9988, 342.3896],
        [317.4662, 218.5375, 504.9107, 357.5034]], device='cuda:0')"
6efeb22c-7f63-b11e-6e8e-745080a6e6c6.jpg,7,true,"tensor([[139.1620, 201.1424, 343.3963, 348.5717],
        [513.8093, 195.3473, 574.9658, 349.8942],
        [103.6243, 105.1904, 117.5080, 117.4037],
        [ 81.8964, 246.9947, 192.1791, 390.9495],
        [391.1743, 188.5138, 422.6807, 223.3542],
        [261.2835,  79.5723, 272.1224,  90.1694],
        [165.0379, 209.4447, 435.2188, 365.0916]], device='cuda:0')"
e3970846-56d6-e8ea-c4f5-3458fe32ea80.jpg,2,true,"tensor([[393.1476, 225.5832, 404.5692, 235.4431],
        [285.6997, 228.5943, 332.1013, 255.4122]], device='cuda:0')"
32bde177-f90e-ffc8-8da1-fa885def0ecb.jpg,1,true,"tensor([[236.7558, 238.0224, 346.1733, 292.7840]], device='cuda:0')"
b2e7ace0-a86c-0ef9-5f35-7982a01f3f07.jpg,2,true,"tensor([[242.2589, 182.6793, 536.6536, 364.7851],
        [126.5563, 206.1175, 414.9749, 359.8780]], device='cuda:0')"
735a845d-4940-3199-9c12-4f7d7357f651.jpg,3,true,"tensor([[430.9588, 148.7683, 574.5082, 235.8352],
        [263.9481, 136.2048, 451.1594, 248.3535],
        [248.7857, 120.5285, 365.3595, 227.3301]], device='cuda:0')"
13a675cb-06c5-f3f5-fa91-fb6b54b6f0bf.jpg,3,true,"tensor([[262.2336, 177.2025, 526.4916, 291.0528],
        [ 82.1387, 155.5134, 257.0755, 296.0554],
        [169.2566, 231.9149, 227.3634, 291.4222]], device='cuda:0')"
648bdb07-1892-358d-7c9e-497f05ac18b0.jpg,1,true,"tensor([[ 85.5559, 159.0423, 527.7111, 426.3818]], device='cuda:0')"
2b9c2f16-6c71-478a-c409-afd8e6fe4afa.jpg,4,true,"tensor([[289.4633, 186.9250, 555.3790, 325.1608],
        [ 82.1297, 155.9192, 228.3089, 327.2396],
        [ 85.4374, 174.3940, 244.8898, 312.2101],
        [203.5301, 174.7163, 451.9434, 318.3998]], device='cuda:0')"
d9a0a250-58d8-c23f-0be8-5ee838f3228e.jpg,2,true,"tensor([[375.0032, 164.9801, 466.7144, 343.4687],
        [254.6579, 147.9354, 353.8233, 358.8226]], device='cuda:0')"
17fe8480-f194-e53d-c284-59f880069787.jpg,4,true,"tensor([[498.6203,  72.8141, 574.5970, 139.6931],
        [113.6156,  77.7892, 512.8574, 268.7778],
        [477.1881,  73.8510, 514.9111, 105.5820],
        [445.6657,  58.5888, 487.4489,  90.8328]], device='cuda:0')"
0458bb93-40ad-2c28-5d80-f72c824d95b5.jpg,1,true,"tensor([[319.0402,  58.2506, 500.5397, 253.8708]], device='cuda:0')"
a87973fd-f265-181a-e18a-b5f5dd50523f.jpg,2,true,"tensor([[317.6359, 249.2110, 337.8366, 289.8705],
        [334.9862, 235.6508, 387.8639, 291.7018]], device='cuda:0')"
bab664e9-ce99-f4e5-865c-112dd0d4bd51.jpg,1,true,"tensor([[212.0082, 123.0805, 455.9549, 321.5266]], device='cuda:0')"
13d4633f-d2b1-66c2-fb68-699433991184.jpg,2,true,"tensor([[317.3392, 130.2275, 574.0272, 370.4648],
        [ 82.1081,  99.0326, 158.9464, 231.8153]], device='cuda:0')"
4f647bcd-b093-3990-8e58-b4818f70e448.jpg,2,true,"tensor([[ 82.2525, 232.3616, 129.7384, 371.0302],
        [114.7376, 108.7720, 574.2770, 389.6645]], device='cuda:0')"
301c15b0-3019-ed43-9d14-4b37c58a6568.jpg,2,true,"tensor([[171.0488, 181.1216, 218.0619, 207.8609],
        [148.2859, 181.0735, 163.7617, 190.1352]], device='cuda:0')"
cb1bd8ea-85cd-0c0a-4716-d6f398a2eed5.jpg,1,true,"tensor([[200.5510, 106.7187, 391.1033, 408.5296]], device='cuda:0')"
9d0d2f6d-f842-0241-978f-75063e0d84f9.jpg,1,true,"tensor([[250.9940,  78.3360, 375.3369, 366.0167]], device='cuda:0')"
e0bcec36-b2e1-98ae-e3bd-296201fe782c.jpg,3,true,"tensor([[512.2415, 125.4657, 521.4364, 135.3631],
        [ 82.4021, 101.2313, 484.5343, 384.8385],
        [545.4174, 124.9952, 558.4190, 136.2450]], device='cuda:0')"
fdbfde1d-17cd-aece-26fb-d247fa29a21f.jpg,1,true,"tensor([[109.0805,  58.6235, 393.1960, 214.7113]], device='cuda:0')"
74503fc9-abfc-bfeb-3784-2f0cd983181e.jpg,1,true,"tensor([[242.9330, 134.9821, 392.7066, 328.7628]], device='cuda:0')"
6cd8aeb8-5b92-e149-c135-30b9e8ad2dbf.jpg,3,true,"tensor([[369.3996,  76.6647, 574.5051, 397.2722],
        [108.4538,  84.5183, 479.6727, 406.3131],
        [369.7515,  89.0604, 574.7337, 395.9186]], device='cuda:0')"
3066a4a8-774b-90a1-aadf-a3a8eddbb788.jpg,20,true,"tensor([[538.0590, 130.2602, 567.7697, 159.9093],
        [197.0056, 277.0204, 218.5497, 314.7484],
        [192.6523, 158.1729, 231.6529, 178.2436],
        [197.0648, 193.5298, 228.6286, 221.0704],
        [228.6551, 209.2557, 240.6674, 224.7198],
        [482.5210, 183.2422, 507.1451, 200.6079],
        [193.8206, 157.4386, 225.8635, 169.0729],
        [ 89.0511, 150.2567, 106.8107, 173.8615],
        [523.5749, 150.3112, 559.6665, 182.1306],
        [344.8666, 238.0966, 356.1673, 271.7477],
        [ 82.7969, 284.0988, 135.0902, 331.5693],
        [127.7445, 156.6664, 164.8688, 172.9132],
        [114.5159, 152.5232, 154.4145, 168.8485],
        [163.7491, 170.5599, 177.9245, 192.7051],
        [137.6382, 275.4594, 172.6482, 317.8936],
        [171.0286, 152.9320, 211.7271, 188.4575],
        [ 82.2219, 160.2209, 103.5402, 190.3508],
        [305.4132, 184.9147, 338.9303, 249.9448],
        [310.3612, 170.2209, 367.1976, 212.3503],
        [444.6851, 181.8511, 458.4167, 202.8346]], device='cuda:0')"
0c1f057a-7e65-24a3-8ff3-12a7dcbcd6a0.jpg,2,true,"tensor([[102.5933,  59.0631, 468.5442, 365.2378],
        [215.2126, 188.1928, 440.8257, 366.8116]], device='cuda:0')"
acdace27-bd17-ee3f-355b-e0fa89978f46.jpg,1,true,"tensor([[219.0762, 110.6364, 438.3142, 426.0437]], device='cuda:0')"
5f110ce7-984a-3f4d-dd04-20bc3b3d8735.jpg,1,true,"tensor([[116.1745, 127.7105, 409.6960, 310.5722]], device='cuda:0')"
d6cf2b27-d7fa-fd7d-7dfd-c566a5fb3fb5.jpg,2,true,"tensor([[375.3677,  58.2963, 574.1476, 234.8295],
        [263.2708, 151.9951, 530.5532, 323.3806]], device='cuda:0')"
a729cdb3-6432-e1be-9c35-37e023041c39.jpg,1,true,"tensor([[115.1799, 112.7745, 556.9670, 316.9695]], device='cuda:0')"
696010ea-d3ec-a0ef-f18e-e86ec2abff68.jpg,1,true,"tensor([[ 82.9938, 103.5425, 484.4238, 308.1253]], device='cuda:0')"
6bd68fe4-f4a9-9396-bc49-6fd656dc66af.jpg,2,true,"tensor([[548.9747, 182.1749, 574.9011, 211.7509],
        [104.8404, 111.6530, 442.5455, 283.9636]], device='cuda:0')"
20143f1d-f187-575c-7051-07e93a24dd97.jpg,1,true,"tensor([[218.8066,  68.8105, 401.5231, 425.5768]], device='cuda:0')"
71853bbf-6075-4cec-0188-57485aa81cc5.jpg,3,true,"tensor([[476.4432, 275.2211, 574.7198, 349.2707],
        [ 82.0996, 203.9996, 128.5695, 325.1299],
        [178.3413, 164.4708, 462.4072, 335.3107]], device='cuda:0')"
f996f963-2109-6992-83a9-7ed39332ca5f.jpg,1,true,"tensor([[231.8581, 113.1451, 547.5422, 341.8416]], device='cuda:0')"
2de1b506-e6ef-bad9-4c28-d84d58100d48.jpg,2,true,"tensor([[308.9676, 117.8957, 481.6850, 252.4882],
        [129.9031, 118.8213, 270.4321, 271.9889]], device='cuda:0')"
c7504f07-c617-8256-b637-2b95d9d5d657.jpg,2,true,"tensor([[527.7666, 110.5035, 575.2183, 426.1603],
        [ 95.5407,  58.8598, 548.7437, 408.4698]], device='cuda:0')"
19a54b73-512e-f1d0-571c-4e50b1443c69.jpg,1,true,"tensor([[191.0775, 175.6981, 460.7396, 346.0842]], device='cuda:0')"
df21027c-28b3-2031-d6e9-017771c6df8d.jpg,3,true,"tensor([[432.5581, 153.9630, 574.7345, 415.0113],
        [ 82.2470, 194.2635, 293.7079, 394.5195],
        [300.4429, 164.7865, 386.4108, 397.3076]], device='cuda:0')"
6a1a786d-9d9c-10cc-60e7-43c10528bb94.jpg,1,true,"tensor([[235.1677, 115.2110, 434.6054, 380.9337]], device='cuda:0')"
132177ba-260e-697d-9b9f-337df856e3ef.jpg,0,false,"tensor([], device='cuda:0', size=(0, 4))"
541a8890-3077-ebda-df50-126290e1bf9d.jpg,4,true,"tensor([[389.2587, 249.9525, 561.3421, 333.2852],
        [187.6328, 255.9770, 285.4362, 319.0479],
        [187.8764, 167.3216, 454.9476, 291.0227],
        [ 83.8646, 249.3224, 154.7186, 319.4985]], device='cuda:0')"
745b2860-87b2-02ec-c212-341f04084962.jpg,1,true,"tensor([[ 81.9608, 151.8675, 553.3114, 375.5134]], device='cuda:0')"
921772dd-5c9d-e01c-29a7-2f87bdca4e30.jpg,3,true,"tensor([[132.2858, 290.8850, 184.6429, 331.7990],
        [109.2387, 289.5740, 143.7365, 330.2197],
        [308.1248, 278.7549, 359.4312, 302.9910]], device='cuda:0')"
be49fb35-c718-8afb-4490-6990fdd74674.jpg,2,true,"tensor([[447.1174,  98.5452, 574.9138, 311.1418],
        [ 90.7296, 109.4624, 452.5557, 342.3006]], device='cuda:0')"
cdd3a361-581c-f187-1a7c-2f93c6869474.jpg,2,true,"tensor([[381.0956, 100.2660, 574.8041, 247.7134],
        [124.7658, 113.1256, 463.5707, 419.1989]], device='cuda:0')"
fa1fc79e-84c1-dc38-d29b-213a8b09ea9e.jpg,1,true,"tensor([[ 82.6383,  60.3123, 494.2833, 418.7700]], device='cuda:0')"
384baff6-2c90-0262-7b27-bc7ae72d7769.jpg,4,true,"tensor([[ 82.0721, 285.8982,  99.1944, 355.5909],
        [529.9270, 254.2027, 574.9393, 391.2199],
        [ 82.2452, 149.4570, 218.4822, 351.0699],
        [192.0514, 146.8899, 529.0923, 372.0554]], device='cuda:0')"
a001fdce-8417-c607-bf3a-8d19ff5bc632.jpg,1,true,"tensor([[159.1406, 257.1755, 298.9370, 342.5562]], device='cuda:0')"
feb88ac1-83b3-8d8d-f706-29856409b903.jpg,1,true,"tensor([[122.6629,  65.9679, 478.1774, 359.4561]], device='cuda:0')"
34c24b8f-e698-ccb0-b69b-69dd5815aed1.jpg,4,true,"tensor([[383.7856, 228.7485, 486.1880, 294.1041],
        [148.6170, 215.8390, 252.0042, 279.1947],
        [257.3710, 221.3758, 355.5882, 286.6649],
        [288.7150, 158.3584, 305.0220, 168.1825]], device='cuda:0')"
05268988-71b1-afb6-059c-7dd25728af34.jpg,2,true,"tensor([[270.6509, 120.7357, 440.4666, 287.1857],
        [154.9901, 164.4412, 308.4366, 306.6954]], device='cuda:0')"
090362d8-8283-d69a-9bb9-a0de8bfdcf08.jpg,4,true,"tensor([[322.9550, 161.4381, 330.5953, 170.7658],
        [ 82.2039, 258.6337,  89.5685, 272.5458],
        [158.4941, 143.5845, 436.7392, 320.5433],
        [331.3417, 147.7862, 342.4947, 158.3832]], device='cuda:0')"
0c1ece59-9adb-4278-bf57-027c8a80d9f5.jpg,0,false,"tensor([], device='cuda:0', size=(0, 4))"
4dc0ccf1-3c32-f138-d08b-8f870290a168.jpg,1,true,"tensor([[256.6285, 109.4044, 466.3206, 269.8874]], device='cuda:0')"
0cd1fc30-d280-0bf1-bc12-2c5827cf6d37.jpg,1,true,"tensor([[240.9706, 109.2845, 474.9318, 372.7302]], device='cuda:0')"
ee7a9a88-1f46-b53f-a088-e665a343aff6.jpg,1,true,"tensor([[336.4722, 308.7487, 347.7991, 327.3722]], device='cuda:0')"
89056e83-64ae-a592-6e62-a93013d60588.jpg,1,true,"tensor([[100.5836, 115.2303, 481.0512, 364.5916]], device='cuda:0')"
7e4c6727-3c96-0e8f-8886-d24a844aca45.jpg,3,true,"tensor([[370.7924, 239.5050, 490.1597, 347.7247],
        [ 82.1381, 275.1314, 161.7737, 341.9941],
        [236.2495, 257.9610, 378.0121, 340.5612]], device='cuda:0')"
47b030d4-8b57-79d8-e594-c6529e48e2a3.jpg,1,true,"tensor([[273.4319, 153.5489, 345.3583, 368.4601]], device='cuda:0')"
