image_path,Detection,has_animal_SAM,Localization
9a0912ae-7280-60b1-55d2-da6d47de5871.jpg,4,True,"tensor([[ 2.5740e+03,  1.4435e+03,  4.3473e+03,  2.8224e+03],
        [ 1.2501e+02,  1.4174e+03,  2.3721e+03,  2.9036e+03],
        [-4.2740e+00,  1.4577e+03,  8.0675e+02,  2.8646e+03],
        [ 2.0221e+02,  1.5185e+03,  1.3204e+03,  2.8499e+03]], device='cuda:0')"
c1fc8a01-a070-8fbc-b1f3-ed8caf5bae81.jpg,1,True,"tensor([[ 992.4960,  308.3386, 3391.8953, 3461.2129]], device='cuda:0')"
e6148b46-8745-ed3e-b434-1f14a5a93989.jpg,1,True,"tensor([[1098.8435,  -12.4017, 3594.2056, 3406.9792]], device='cuda:0')"
f82d542a-8dad-921a-2013-73c4f1c53c01.jpg,1,True,"tensor([[2734.8604, 1392.2534, 3088.6582, 1791.5591]], device='cuda:0')"
3af876b0-c15e-dd2c-7e36-9cd3f6dd87e5.jpg,8,True,"tensor([[2057.6423, 1536.7330, 2594.5371, 1943.2024],
        [ 810.8041,  191.5238,  924.6138,  284.4619],
        [  -4.8087,  780.5899,  610.8901, 1520.2778],
        [  -5.5852,  617.8180,  467.8424, 1505.6942],
        [ 412.5529,  117.2070,  822.9813,  298.2183],
        [1913.7622,  145.1162, 2398.7947,  297.1839],
        [ 457.9439,  567.9841, 2030.4398, 1534.1335],
        [ 912.5020,  185.6531, 1096.9030,  298.0430]], device='cuda:0')"
cd49175a-d43f-948f-6e1d-6635fa3d63d4.jpg,3,True,"tensor([[ 2.1022e+03,  2.9968e+02,  2.5977e+03,  1.2484e+03],
        [-5.5367e-01,  3.6682e+02,  7.6396e+02,  1.2607e+03],
        [ 9.4752e+02,  3.1972e+02,  1.9871e+03,  1.3469e+03]], device='cuda:0')"
381d66b7-fb47-d39d-6dab-3a174ed881f2.jpg,2,True,"tensor([[2319.4336, 1139.5881, 4046.5732, 2443.8589],
        [ 386.2294, 1179.4115, 2168.6401, 2322.2000]], device='cuda:0')"
91c96d46-3a4f-25ab-64fa-4449b3186bb2.jpg,1,True,"tensor([[1305.3254, 1227.2986, 3158.4246, 2175.2485]], device='cuda:0')"
89cf3b77-5205-1072-e65e-ac15a9132637.jpg,5,True,"tensor([[ 269.2089, 1490.9086,  295.6564, 1525.9767],
        [ 324.6042, 1499.7782,  351.3318, 1536.9490],
        [ 918.1151, 1580.7107,  948.7571, 1616.6965],
        [ 427.6949, 1505.1740,  458.9924, 1545.2765],
        [2691.5186, 1795.2947, 3122.7261, 2092.2229]], device='cuda:0')"
96ac3f49-f99a-9eab-dffb-25485a361a3c.jpg,3,True,"tensor([[2012.8685, 1120.8280, 2272.4937, 1438.5768],
        [3046.2676,  993.9890, 3666.4897, 1202.1595],
        [1149.2268,  827.8711, 2075.4275, 1411.6461]], device='cuda:0')"
36f63da7-69f6-09a0-1c76-e758baeebf5d.jpg,1,True,"tensor([[ 345.1422,   93.1131, 2402.9790, 1455.0585]], device='cuda:0')"
964e3c2e-0a8d-abf4-1d0b-911602de3539.jpg,5,True,"tensor([[ 9.4844e+02,  1.8889e+03,  1.2351e+03,  2.1520e+03],
        [-3.1981e-01,  1.8264e+03,  3.0775e+02,  2.2157e+03],
        [ 4.4242e+02,  2.0399e+03,  7.1301e+02,  2.1814e+03],
        [ 1.9198e+03,  1.7937e+03,  3.0398e+03,  2.2782e+03],
        [ 1.7930e+03,  1.7622e+03,  2.7560e+03,  2.1876e+03]], device='cuda:0')"
24081b9e-f979-7943-93da-6586f83452ae.jpg,2,True,"tensor([[  13.5947,  492.1678, 1907.3368, 1694.5789],
        [  -2.2689,  323.0229,  486.4388, 1111.5934]], device='cuda:0')"
4113340a-fa17-0aab-7583-3260e8764e3d.jpg,1,True,"tensor([[ 732.4140,  328.4934, 3202.8350, 2966.1096]], device='cuda:0')"
fa9d33b5-bd1e-802f-59b6-0d30ac2a1dc9.jpg,1,True,"tensor([[  23.8437,   22.0780, 2207.1577, 1474.9502]], device='cuda:0')"
e4617f78-5488-379b-3d9b-66c0cc89394b.jpg,3,True,"tensor([[  36.1728, 3337.6748,  197.6976, 3467.7400],
        [ 598.3547, 3266.6475,  816.6731, 3415.5244],
        [1282.0005, 1084.7446, 3367.9380, 2108.3328]], device='cuda:0')"
6ce614f6-96fa-4ca6-8768-6ce93e3f46aa.jpg,2,True,"tensor([[2448.3459, 1852.9753, 3349.8220, 2742.2205],
        [   6.3735, 1023.6917, 1109.7742, 2398.2627]], device='cuda:0')"
e910cb03-2e04-bd6e-0d86-c8f9f3d984a7.jpg,2,True,"tensor([[ 847.0055,  499.5189, 4197.7261, 2843.3188],
        [1600.7473, 1459.1575, 3582.2300, 3033.6328]], device='cuda:0')"
5d650852-94e1-467f-4bd3-ba8b2857c3da.jpg,1,True,"tensor([[  14.6444,  446.0749, 4476.1323, 2611.3113]], device='cuda:0')"
e19a1c2f-421a-eabc-66b3-ad2666e488d2.jpg,1,True,"tensor([[1383.7303, 1210.0261, 3187.2490, 2485.3818]], device='cuda:0')"
de822302-a7a8-a727-79e6-5cce30bb8c3f.jpg,2,True,"tensor([[3887.1299,  863.5861, 4057.5811, 1220.4290],
        [  93.2775, 1084.6367, 3717.8652, 2847.6741]], device='cuda:0')"
4d9e1ef5-af60-45cb-ec7d-1f740d0d47e1.jpg,16,True,"tensor([[ 729.2682, 2066.6130,  808.1605, 2153.0017],
        [2824.1416, 1995.8381, 2894.2471, 2055.8726],
        [ 238.5827, 2067.4146,  370.6380, 2161.8254],
        [ 603.0437, 2078.8159,  739.0718, 2167.3008],
        [1479.5332, 2034.8278, 1575.1340, 2141.3459],
        [1418.6289, 1910.7833, 1494.2595, 1952.3158],
        [ 891.0204, 1915.3721,  995.9935, 1968.6008],
        [2893.5852, 2005.6819, 2940.4709, 2060.9446],
        [ 825.3430, 2044.5240,  996.2006, 2151.5452],
        [ 447.1002, 2080.0242,  612.8201, 2170.2173],
        [ 825.2761, 1920.8376,  901.4161, 1974.6873],
        [ 347.4009, 2077.1807,  479.6343, 2164.0774],
        [2428.0493, 2013.3466, 2575.8115, 2080.9458],
        [1518.8566,  327.2984, 2678.3877, 2602.9839],
        [1502.4692, 2030.8064, 1570.4001, 2080.8879],
        [1475.2354, 2077.6526, 1551.5332, 2142.5740]], device='cuda:0')"
b9a07e6b-114f-465a-ddf4-fd78b0c1114a.jpg,1,True,"tensor([[ 765.8168,  618.6882, 3663.4722, 2671.2947]], device='cuda:0')"
517ed544-f0c3-cca2-3d79-4eaca55e91bf.jpg,1,True,"tensor([[ 680.6934,  377.7410, 2298.9485, 1340.2546]], device='cuda:0')"
67acd333-dda1-018c-6f40-6a0be515f5f8.jpg,1,True,"tensor([[   3.6836,  338.5249, 2311.1519, 1535.0730]], device='cuda:0')"
6ce4ac5f-796c-5a56-fdfc-10e4aebb7b40.jpg,1,True,"tensor([[2419.3623, 2262.2715, 3429.8572, 3355.8816]], device='cuda:0')"
f5344db7-4def-1e44-2ba4-28cc3df4faa8.jpg,1,True,"tensor([[1576.5018,  414.5356, 3081.8491, 2795.0796]], device='cuda:0')"
01a2d9b5-de6b-bf9e-6caf-741762b225ba.jpg,6,True,"tensor([[2849.0964, 1895.8829, 3019.2073, 2067.7544],
        [2548.4434, 1865.5295, 2735.7620, 2150.2400],
        [2312.7773, 1897.0515, 2510.6873, 2158.5630],
        [3230.4407, 1904.5072, 3481.0078, 2308.1155],
        [3407.5591, 1961.1462, 3614.5471, 2297.0183],
        [2900.7915, 2028.7983, 3206.7695, 2415.3242]], device='cuda:0')"
02d2ab9b-7c11-5390-2332-5bd47a0f47dc.jpg,0,False,"tensor([], device='cuda:0', size=(0, 4))"
ee411f17-68fe-4727-0782-c3aed0a38066.jpg,1,True,"tensor([[1942.2415,  311.6921, 3608.7253, 3260.0974]], device='cuda:0')"
1c8a2f0b-e4dd-20d0-a171-486568a715da.jpg,3,True,"tensor([[1904.1437,  542.5115, 2596.8167, 1049.7207],
        [2190.5046,  545.3300, 2597.6128, 1035.2040],
        [ 278.4173,  232.5856, 2270.1028, 1171.2419]], device='cuda:0')"
a098af25-5ffd-965b-57b3-7acd2b971df1.jpg,2,True,"tensor([[  43.7899,  699.9105, 1561.9373, 3311.5625],
        [  89.0414,  381.8612, 4286.7378, 3452.7219]], device='cuda:0')"
620051a1-bb05-7c96-b61f-e9e0eac89ac0.jpg,3,True,"tensor([[2944.7529, 1518.0424, 4627.9937, 2561.4319],
        [1107.4406, 1390.6212, 2818.2646, 2608.6858],
        [2362.5203, 1863.3398, 3024.0400, 2399.0496]], device='cuda:0')"
5f355a1c-fe95-6dff-8f9d-254a1f356389.jpg,1,True,"tensor([[1342.3665,  831.8869, 3041.5735, 2777.7234]], device='cuda:0')"
cb3b4354-364f-175d-70c7-e593dc02b48f.jpg,1,True,"tensor([[ 176.2905,  540.7606, 3858.5938, 2798.7559]], device='cuda:0')"
59930842-b4d0-cf8f-20b3-3e94712b7119.jpg,1,True,"tensor([[ 802.1566, 1165.8771, 2734.9138, 2556.2720]], device='cuda:0')"
ce1303a5-187a-073c-c399-1e41eeb49e3e.jpg,1,True,"tensor([[ 170.2881,   72.3528, 1998.1144, 1618.5078]], device='cuda:0')"
edde7927-00f9-5cfd-1028-0268256372fb.jpg,1,True,"tensor([[1619.7388, 1360.3528, 3798.4858, 2677.3804]], device='cuda:0')"
e5271504-96ed-2c6c-a3bd-b6d6b64ac342.jpg,6,True,"tensor([[ 1.2346e+03,  9.2856e+02,  3.4079e+03,  2.4568e+03],
        [ 4.4626e+03,  1.4873e+03,  4.6210e+03,  2.6513e+03],
        [ 7.8574e+01,  1.2449e+03,  1.5872e+03,  2.7649e+03],
        [-6.2583e-01,  1.0812e+03,  3.0830e+02,  2.4982e+03],
        [ 1.1142e+03,  1.1494e+03,  3.6347e+03,  2.8232e+03],
        [ 1.3614e+03,  9.2900e+02,  3.3933e+03,  1.4830e+03]], device='cuda:0')"
12b22a21-1789-ce36-a43f-4d38e4f9641d.jpg,3,True,"tensor([[3325.4556, 1330.1910, 4294.8735, 1917.2721],
        [ 525.1706, 1069.0784, 1378.4546, 1957.5181],
        [1808.4114, 1215.1969, 2672.2732, 1836.3628]], device='cuda:0')"
a53d9cf0-2dbc-c1f1-840a-4ab8e75e6683.jpg,1,True,"tensor([[1024.7495, 1825.3269, 1363.2086, 2296.4290]], device='cuda:0')"
71fad272-43c9-44cf-ce10-1d7551a19937.jpg,2,True,"tensor([[1382.3434,  295.5338, 2498.1938, 3121.2690],
        [1546.7511,  816.4808, 3249.5825, 3182.0349]], device='cuda:0')"
5ae2ef1f-c138-f79e-f61d-bbe4a21af706.jpg,2,True,"tensor([[1049.5968,  773.4575, 1737.3981, 1152.5565],
        [ 817.1493,  885.0092, 3048.9514, 2487.2437]], device='cuda:0')"
7db83cde-6cd3-d672-5c1b-c8dac5b9fa2c.jpg,1,True,"tensor([[-1.2900e+00,  8.3263e+00,  2.5919e+03,  4.5907e+03]], device='cuda:0')"
78220630-e5f9-b9c7-7a36-95149ee39f76.jpg,1,True,"tensor([[ 878.4562,  802.7914, 3768.3862, 2534.4224]], device='cuda:0')"
84bf6f7f-2455-e778-9fdd-4c0e2d644be4.jpg,3,True,"tensor([[-3.8880e-01,  1.1784e+03,  1.2865e+02,  1.2814e+03],
        [-1.3445e+00, -5.3963e+00,  7.8021e+02,  6.9089e+02],
        [ 2.3497e+02,  6.4108e+01,  2.1794e+03,  1.7240e+03]], device='cuda:0')"
88021b3a-39f5-07d7-9a95-4b111c16c0eb.jpg,1,True,"tensor([[1735.7670,  364.1843, 3154.1211, 2978.8618]], device='cuda:0')"
7278aa0c-33af-0923-6b41-e53d25a98968.jpg,1,True,"tensor([[ -11.7212,  454.1538, 3992.4458, 2508.2935]], device='cuda:0')"
21aff82c-eb77-0a21-1aad-83e84ef80ee0.jpg,4,True,"tensor([[ -18.6198, 1785.4840,  822.4876, 3369.2583],
        [ -10.9071, 1785.8802,  493.2521, 2737.9426],
        [ 236.7662, 1183.8125, 2692.8633, 3455.2939],
        [4197.1548, 1567.0353, 4644.5591, 3456.5793]], device='cuda:0')"
9cd18043-33d1-d858-262d-6eb5e0b56afa.jpg,9,True,"tensor([[ 2.3225e+03,  2.5046e+02,  2.4392e+03,  3.8653e+02],
        [ 9.0319e+01,  3.9227e+02,  2.4524e+02,  5.3682e+02],
        [ 2.3796e+03,  1.5175e+02,  2.6059e+03,  1.6689e+03],
        [ 2.1541e+02,  3.7668e+02,  3.7436e+02,  5.2098e+02],
        [-8.8008e-01,  1.5562e+02,  2.4226e+03,  1.8880e+03],
        [ 2.3733e+03,  2.6892e+02,  2.5137e+03,  4.9558e+02],
        [ 1.8786e+03,  7.2786e+02,  2.4833e+03,  1.6175e+03],
        [ 1.2227e+03,  3.1568e+02,  1.3305e+03,  4.5172e+02],
        [ 1.4502e+03,  2.6517e+02,  1.5485e+03,  3.6233e+02]], device='cuda:0')"
a13239da-7fe1-edaa-d87d-6e9262eba805.jpg,3,True,"tensor([[ 1.4518e+03,  6.7106e+02,  4.6482e+03,  3.4528e+03],
        [-1.8345e+01,  8.9266e+00,  2.7671e+03,  3.4431e+03],
        [ 4.3981e+01,  1.5232e+00,  4.6274e+03,  3.4466e+03]], device='cuda:0')"
0cf35aa8-0899-9bfb-2044-238066430430.jpg,1,True,"tensor([[1621.9480,  195.7451, 3848.7629, 3133.0186]], device='cuda:0')"
abff82fe-d48b-432b-1a77-48e542340f34.jpg,1,True,"tensor([[ 289.3413,  492.5546, 2234.2739, 1372.9342]], device='cuda:0')"
b91cd19a-15d3-1c98-d247-073c8f4bf973.jpg,1,True,"tensor([[ 639.3213,  154.1508, 3363.9722, 4474.4248]], device='cuda:0')"
4fe2548f-aaa9-cb15-6917-706916e23426.jpg,2,True,"tensor([[4570.3901, 1497.8984, 4610.5840, 1796.6385],
        [2075.3079, 1311.8430, 3220.6677, 1994.5529]], device='cuda:0')"
0bde9ca1-822d-7928-e678-c979fc98d112.jpg,2,True,"tensor([[1980.5581, 2146.7822, 2503.6096, 2691.9612],
        [2303.9648, 2310.2129, 3215.9019, 2796.8052]], device='cuda:0')"
064a367d-6d2e-e835-f8d5-149a7c2f0c62.jpg,2,True,"tensor([[4390.0078, 1462.1300, 4619.4082, 1924.0349],
        [ 242.3591,  330.0911, 4388.9937, 3108.9185]], device='cuda:0')"
bc9cf54b-2fd2-886d-b0c5-d4bd0e6d9420.jpg,0,False,"tensor([], device='cuda:0', size=(0, 4))"
81297b6f-d5ad-e59d-f163-527ace212de0.jpg,1,True,"tensor([[ 369.3393,  425.4088, 1785.3241, 1204.9248]], device='cuda:0')"
c89c75cc-6091-2b50-9052-d343bd2b7c19.jpg,4,True,"tensor([[3658.6633,  755.2147, 4629.5083, 3456.3123],
        [ 117.4709,  -22.4640, 3392.5798, 2526.3574],
        [3281.5933,   72.0092, 4629.5317, 3112.0442],
        [  42.5712,   -9.3253, 3390.7520, 2465.5625]], device='cuda:0')"
803d0112-7c9e-021e-0e48-5a5aa6c45002.jpg,4,True,"tensor([[2650.9702, 1741.2584, 3447.8604, 2378.7820],
        [ 501.9061, 1394.5839,  911.5590, 1936.8599],
        [ 593.0117, 1505.2469, 1055.7520, 1992.3127],
        [1609.2671, 1562.5481, 2166.1465, 2101.1814]], device='cuda:0')"
e7bceda9-5f60-c5c2-742f-cfc0fbbe211b.jpg,1,True,"tensor([[ 181.3982,  403.8254, 2206.6523, 1705.9344]], device='cuda:0')"
bc5812b2-ffd6-51ac-d5f4-2bf7f1f4de54.jpg,1,True,"tensor([[ 918.5090,  800.9940, 2157.2026, 1516.0518]], device='cuda:0')"
cca33819-18ed-ca18-e6fe-f73290e2e2bf.jpg,1,True,"tensor([[   6.6428,  470.4781, 2570.2529, 1612.6525]], device='cuda:0')"
f9534aac-4b09-c98b-3b04-a0a837635217.jpg,4,True,"tensor([[3431.4814, 1402.1425, 3973.1272, 2243.4163],
        [ 865.7786, 1234.0337, 1363.6936, 2014.5928],
        [  95.5874, 1211.1512, 1290.7738, 2313.7202],
        [1809.4937, 1931.8636, 1964.9335, 2165.9465]], device='cuda:0')"
af3e318b-67fd-22f5-d281-9954591da9e6.jpg,3,True,"tensor([[  -4.4139,  693.1074, 1264.5764, 3111.7046],
        [1107.1418, 1024.9285, 3822.6924, 2728.7410],
        [2264.4639, 1256.7086, 3474.8677, 1973.2579]], device='cuda:0')"
c9e4a12a-ef40-4742-5425-ffdfb876ca3a.jpg,3,True,"tensor([[ 746.1560,  776.2195, 3895.5022, 2700.3315],
        [3634.9419,   36.3180, 3899.1418,  116.4903],
        [3364.2205,   48.2592, 3656.4558,  130.6637]], device='cuda:0')"
ef3f3106-fec2-869a-4916-22fdb640de81.jpg,1,True,"tensor([[1420.2273,  895.0825, 1750.5267, 1319.5466]], device='cuda:0')"
60f92b48-6de1-1ed7-adfc-f0fe103009ca.jpg,1,True,"tensor([[1286.3147,  255.3985, 2464.0955, 1720.4205]], device='cuda:0')"
ed986660-fcd8-a0cf-6dd7-ac2e02698bc8.jpg,2,True,"tensor([[ 450.1102,  275.7256,  553.0182,  335.1031],
        [1092.6281,   94.9430, 3868.8157, 3454.0088]], device='cuda:0')"
9bc71a4b-4102-bff6-0681-9204d3146e44.jpg,2,True,"tensor([[-8.9980e-01,  1.6828e+03,  4.9064e+02,  2.8828e+03],
        [ 5.8818e+02,  1.0424e+03,  3.1970e+03,  2.9814e+03]], device='cuda:0')"
b7db165d-4c60-b163-09bf-a3397455aff2.jpg,4,True,"tensor([[3.8325e+03, 1.7446e+03, 3.9764e+03, 1.8708e+03],
        [1.0072e+00, 9.2735e+02, 4.1786e+02, 2.0153e+03],
        [1.4466e+02, 8.5014e+02, 3.3165e+03, 2.4778e+03],
        [4.5423e+03, 1.2688e+03, 4.6126e+03, 1.6634e+03]], device='cuda:0')"
594c0cbc-7463-bb06-df3f-e3c191fb4a4e.jpg,2,True,"tensor([[-1.2618e+01,  2.4051e+00,  3.8701e+02,  1.4111e+03],
        [ 5.3141e+01, -5.4418e+00,  3.4830e+03,  1.8005e+03]], device='cuda:0')"
8e741e55-ab4a-3993-cb1f-5e880709b757.jpg,11,True,"tensor([[3981.5383,  479.7024, 4101.7417,  624.0891],
        [2870.0032,  538.7035, 3309.6921,  808.7589],
        [1969.0580,  545.8474, 2472.7578,  812.7438],
        [ 406.0898,  466.0006,  490.8071,  578.1039],
        [1250.7078,  504.8343, 1742.4484,  798.1786],
        [2369.7520,   45.7466, 2464.5630,   97.9534],
        [ 476.5016,  433.7809, 1178.3633,  795.6895],
        [  34.1729,  543.5083,  423.3170,  819.6094],
        [4524.4922,  415.0994, 4612.4302,  514.0463],
        [ 845.9751,  926.3335, 2991.5498, 2079.5957],
        [2158.9785,    8.7941, 2274.2656,   51.7676]], device='cuda:0')"
e332415e-9703-94a3-882e-28c4b6169ddc.jpg,1,True,"tensor([[ 811.1308,   31.3776, 3461.5461, 4209.3667]], device='cuda:0')"
