image_path,Detection,Species category,Localization
e94add50-61c9-b1f3-a03f-16e6160ec248_4403.jpg,3,zebra_grevys,"tensor([[1.2661e+03, 3.2494e+01, 2.9030e+03, 1.7371e+03],
        [1.1051e+00, 4.9716e+01, 1.5124e+03, 1.6880e+03],
        [5.3230e+00, 3.0281e+01, 2.8949e+03, 1.7346e+03]], device='cuda:0')"
f7435441-c17f-f67b-936a-6fe6c4a5a0fb_6934.jpg,1,zebra_grevys,"tensor([[  26.6374,   26.7783, 3362.1479, 2765.7241]], device='cuda:0')"
cc61c6f7-e474-4842-6d09-7dc690facfe3_1456.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
07afa5f3-0deb-ad4a-f42f-b852ddd392ac_6826.jpg,2,zebra_grevys,"tensor([[282.8502, 224.7741, 769.2080, 649.3454],
        [ 34.5023,  31.5712, 749.1761, 666.2330]], device='cuda:0')"
feaec6d0-7392-23d5-e349-ed86b51a9363_2333.jpg,2,zebra_grevys,"tensor([[  78.0201,   28.5747, 2283.2131, 1633.0955],
        [  12.8295,  -11.0257, 2261.6099, 1560.3252]], device='cuda:0')"
37aee23e-cc7a-1cd9-a207-7e1d2d51b842_3919.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
37b37f5a-1361-2177-c581-3638739eb336_3198.jpg,1,zebra_grevys,"tensor([[121.2449, 373.2879, 488.7398, 498.8512]], device='cuda:0')"
d52bd074-029b-0e25-dc4a-1ab0af1e94b6_3531.jpg,3,zebra_grevys,"tensor([[   2.2418,   18.4938,  656.3989, 1452.2063],
        [   5.2530,  336.7164,  664.2494, 1456.5142],
        [   8.6114,   19.9816,  633.8281,  639.0409]], device='cuda:0')"
fe6680e6-d3b3-92dc-edc8-21fc850ce93f_3283.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
8fb94f9b-d9f7-3207-7ba0-6e20eac8446c_370.jpg,1,zebra_grevys,"tensor([[  -2.1542,   17.0617,  647.2045, 1059.2117]], device='cuda:0')"
6bd97b2e-2f96-3169-44b5-6975a0c5a9e8_2722.jpg,1,zebra_grevys,"tensor([[9.7631e-01, 1.3149e+01, 4.5884e+03, 2.7439e+03]], device='cuda:0')"
d5310e14-8dd2-5e92-7f5f-8488cd1d672a_667.jpg,3,zebra_grevys,"tensor([[373.8701, 147.9104, 460.0875, 227.7955],
        [  0.8259, 181.2142, 453.1602, 250.9115],
        [ 15.1016,  -0.5069, 458.9830, 215.3358]], device='cuda:0')"
436a7333-8687-5a11-d34c-e8e26b088f5b_9665.jpg,1,zebra_grevys,"tensor([[  17.0104,   31.2496, 3011.0259, 2376.8975]], device='cuda:0')"
34c24b8f-e698-ccb0-b69b-69dd5815aed1_3171.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
ea5650ce-8188-3994-49f8-92878fd52f05_2923.jpg,4,zebra_grevys,"tensor([[ 540.5308, 1024.0559,  684.4504, 1133.8635],
        [  -4.1992,  183.7648,  384.0186, 1134.5120],
        [  -3.0799,   17.4344,  664.6994, 1118.0430],
        [ 547.4320,  230.2139,  687.2544,  644.8343]], device='cuda:0')"
eec8ce8c-d40a-98b3-9dac-db6adc2984c9_7296.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
ad178dad-0deb-d16b-9b46-ab51a1917068_1122.jpg,5,zebra_grevys,"tensor([[ 293.9498,   18.8615, 1615.8164, 1493.7356],
        [ 692.2322,  468.9799, 1649.8442, 1495.3390],
        [  -6.9721,  470.6507,  543.3533, 1484.1385],
        [  -5.5996,   13.8801, 1602.0439, 1489.0240],
        [ 769.5474,   19.0202, 1613.6315,  483.3336]], device='cuda:0')"
52d935d8-27fb-261f-d33a-242f7ad1df36_7337.jpg,1,zebra_grevys,"tensor([[-1.9564e+00,  2.1325e+01,  2.9171e+03,  1.6677e+03]], device='cuda:0')"
a657eac9-5f92-d790-a690-d7a581c4a605_606.jpg,3,zebra_grevys,"tensor([[ 714.7670,  134.3745, 1556.8101,  869.5669],
        [  -2.8869,  160.0930,   25.7106,  567.7328],
        [  23.1139,   12.2190, 1539.1580,  884.4221]], device='cuda:0')"
3e855ac2-835e-f2b9-3562-4b8a66d5bb8c_1055.jpg,1,zebra_grevys,"tensor([[ 11.3809,  11.2912, 381.3210, 204.9372]], device='cuda:0')"
c7c915c1-3def-ad05-c40b-41d458fbcaf5_3376.jpg,5,zebra_grevys,"tensor([[401.0778,  27.1562, 774.7310, 487.6366],
        [ -2.3323,  26.5427, 261.4449, 487.1836],
        [ 21.5321,  -1.5271, 755.4006, 376.2752],
        [ 68.6765,   7.8587, 749.1285, 480.6340],
        [ 22.4385,  -1.0011, 749.7007,  82.8454]], device='cuda:0')"
e899f2c9-c428-4c86-bcfa-c8cd7ea8884f_3443.jpg,3,zebra_grevys,"tensor([[212.6740,  68.1666, 349.7250, 276.1548],
        [245.4851,  -0.9021, 348.4535,  69.9767],
        [ 26.3902,  37.7012, 304.8902, 275.8438]], device='cuda:0')"
d065e2b3-2138-886a-6069-57cb0f0303ac_4721.jpg,1,zebra_grevys,"tensor([[  13.7024,   20.5930, 3441.1423, 2193.8396]], device='cuda:0')"
4cb66606-b3af-e717-5828-cc5088a49985_5339.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
7e206cb8-65f1-b426-7a72-eeb49d492e1f_8516.jpg,1,zebra_grevys,"tensor([[  73.4133,   16.0198, 2445.6370, 1784.7546]], device='cuda:0')"
e5cd4838-387d-6347-77de-9426cd54a8b6_1121.jpg,3,zebra_grevys,"tensor([[ -1.1545, 223.2043,  82.8184, 266.8394],
        [ 35.4134,   7.1870, 428.0268, 677.7785],
        [ 47.2289,  88.0916, 432.1229, 679.5162]], device='cuda:0')"
52f35f1a-cd54-e1e0-2bf0-141bd7e771f9_6892.jpg,1,zebra_grevys,"tensor([[ -0.8387,   0.6403, 619.1566, 408.6157]], device='cuda:0')"
e1f0712b-fcbe-db82-5c99-7a93f4e25295_4420.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
eedd7344-4a4b-ffb0-b3c9-9100b55f3823_900.jpg,2,zebra_grevys,"tensor([[-1.5317e+00,  5.5111e+02,  1.8535e+01,  6.5611e+02],
        [ 1.3627e+01,  1.5905e+01,  2.0764e+03,  1.5733e+03]], device='cuda:0')"
a639521b-5efe-f14c-580d-84bcbb784d44_3392.jpg,1,zebra_grevys,"tensor([[  28.2033,   29.0479, 2676.6409, 1289.7970]], device='cuda:0')"
22c4a123-c840-6e68-aa1b-249ab609aa7b_1401.jpg,3,zebra_grevys,"tensor([[ -13.4476,   55.0058, 2826.8562, 3158.2705],
        [ 210.2835,  450.1070, 1356.0748,  870.1982],
        [  84.1857,   28.1825, 3057.4714, 3138.1868]], device='cuda:0')"
a36aa9ab-9b74-7c25-4f32-4ee7af6a01f5_7686.jpg,2,zebra_grevys,"tensor([[ 2.6681e-01, -1.0160e+00,  1.6489e+02,  3.6842e+02],
        [ 1.4168e+01,  1.2601e+01,  3.0716e+02,  3.8886e+02]], device='cuda:0')"
97f3a6e9-dfb8-60e1-f174-224f5f572a73_5951.jpg,4,zebra_grevys,"tensor([[1.2276e-02, 1.2057e+01, 2.9671e+01, 8.4790e+01],
        [2.0023e+01, 1.3168e+01, 6.3822e+01, 8.4136e+01],
        [2.7419e-01, 8.7218e+00, 9.7071e+01, 8.4293e+01],
        [1.6392e+01, 1.2655e+01, 9.6991e+01, 8.3853e+01]], device='cuda:0')"
d755bb35-450b-3f97-f973-42f1ec9a6845_2268.jpg,1,zebra_grevys,"tensor([[   5.4963,   19.5617, 1819.1484, 1187.2413]], device='cuda:0')"
98566dba-2312-8c65-911e-fd8c9e4d4682_2174.jpg,1,zebra_grevys,"tensor([[   9.3592,   11.3299, 1230.2454,  956.3152]], device='cuda:0')"
318ffe8c-f84e-7fac-c6e2-3dfc2a3217a1_5587.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
c5ea0817-9430-d930-ad3b-a6a283faccf5_1515.jpg,2,zebra_grevys,"tensor([[  -4.2744,   72.4107,  291.3635, 1255.8269],
        [  -3.0742,   83.7933,  544.8159, 1261.3628]], device='cuda:0')"
79890d27-31e1-e252-9a51-00d3065510a7_85.jpg,1,zebra_grevys,"tensor([[-6.4988e-01,  1.1051e+01,  1.0482e+03,  7.1656e+02]], device='cuda:0')"
4bf6223f-6613-6f20-912c-b51c6ee545cb_1732.jpg,2,zebra_grevys,"tensor([[  -3.3104,  213.4380,  194.6454, 1374.0217],
        [   2.9405,   36.9985,  857.4120, 2374.4180]], device='cuda:0')"
d553f170-8375-d24e-81fe-62d1337ff71c_5395.jpg,1,zebra_grevys,"tensor([[  57.7208,    8.8167, 3862.6074, 3008.0073]], device='cuda:0')"
16573c66-ae19-5668-6943-d8834960d0af_7990.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
aab0ff2f-c2f7-b13a-09a1-072065d6bbeb_2243.jpg,1,zebra_grevys,"tensor([[  11.0212,   23.5700, 2342.8318, 1776.7458]], device='cuda:0')"
e5271504-96ed-2c6c-a3bd-b6d6b64ac342_4116.jpg,1,zebra_grevys,"tensor([[ -2.6810,   3.9170, 309.3742, 493.2669]], device='cuda:0')"
9a8b3b89-c5b1-017d-7960-da5422757ce3_7868.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
71ccc5e9-9478-d8da-fdba-79e61d98d6f9_6932.jpg,1,zebra_grevys,"tensor([[ 4.7000e+00, -5.0202e-02,  6.0804e+02,  1.9051e+03]], device='cuda:0')"
cbf61219-a4a6-279c-4712-210a08bd03eb_8614.jpg,2,zebra_grevys,"tensor([[  -3.2270,   31.9631, 1074.0278,  868.8244],
        [  11.4670,   16.4324, 1338.1677,  897.7955]], device='cuda:0')"
158e45ec-bae7-4486-a837-3f75e4a2dd16_4352.jpg,1,zebra_grevys,"tensor([[  42.4010,   15.3614, 3222.8909, 2104.7246]], device='cuda:0')"
1f2b1bfb-8b7e-bce0-e552-748649b2da00_7084.jpg,4,zebra_grevys,"tensor([[5.9871e+02, 1.1464e+02, 8.8618e+02, 4.9820e+02],
        [2.6453e+02, 7.0572e+01, 5.2304e+02, 4.7615e+02],
        [1.2515e+01, 3.4882e-01, 8.6389e+02, 4.2970e+02],
        [5.1809e+02, 2.2252e+02, 6.1135e+02, 4.6270e+02]], device='cuda:0')"
9db70aa2-1a3b-a2a6-a2e7-a1300eff1d33_67.jpg,1,zebra_grevys,"tensor([[4.2173e-01, 6.7702e+01, 1.1934e+02, 1.2437e+03]], device='cuda:0')"
ada12a1c-198f-c90b-2ca6-e081c3c63c39_888.jpg,2,zebra_grevys,"tensor([[  12.4095,   21.4567, 1499.7181,  921.4771],
        [  -2.8629,  114.8066,  759.8030,  656.4534]], device='cuda:0')"
5119586f-794e-218b-055d-630ea0f4f939_4299.jpg,2,zebra_grevys,"tensor([[4.6895e+00, 3.1311e-02, 1.5467e+02, 1.0607e+02],
        [1.7410e+01, 9.6163e+01, 1.5355e+02, 1.1395e+02]], device='cuda:0')"
50ef8309-7ff3-c225-52fd-27fd47aba3fb_5114.jpg,1,zebra_grevys,"tensor([[ 24.9507,  77.8124, 234.9500, 167.9868]], device='cuda:0')"
7870b017-bb36-4662-8abe-624a36e9b6a5_5211.jpg,1,zebra_grevys,"tensor([[-5.6991e-01, -8.9447e-02,  4.0301e+02,  2.4947e+02]], device='cuda:0')"
02e614ec-d5fc-a108-fe6b-90c156d53e7b_44.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
4aded766-e862-880c-4592-2912575c245d_3738.jpg,3,zebra_grevys,"tensor([[ 3.0643e+03,  1.8448e+02,  3.8761e+03,  3.4522e+03],
        [-2.9877e+00, -4.8559e+00,  5.1466e+02,  1.1196e+03],
        [-1.0333e+01, -1.1981e+00,  3.7942e+03,  3.4421e+03]], device='cuda:0')"
f3d10cab-3ddf-e170-0578-d3a1ae1e03ba_4758.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
45d045c4-452c-fb9f-19bf-782c17882d90_6234.jpg,1,zebra_grevys,"tensor([[  4.0534,  14.8367, 239.7536, 415.8296]], device='cuda:0')"
ab0a91ee-e43a-99fc-08f0-c35aa085fd3d_3694.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
a39b63af-2ab8-53c5-7c68-c4508e524b7d_2965.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
7c01a0ef-3cba-81b1-b9c8-8c63969d97c9_3886.jpg,4,zebra_grevys,"tensor([[ 860.0891,  511.5348, 2191.7927, 2322.5078],
        [  26.0839,  554.7447, 1112.9222, 2235.2593],
        [ -17.9582,  342.3857,  874.9547, 2244.2068],
        [ 694.9776,   18.7484, 2148.2803, 2322.8259]], device='cuda:0')"
fa1c4a42-901e-0d07-ade6-bf700aae2689_2225.jpg,2,zebra_grevys,"tensor([[-1.1230e-01,  3.4918e+02,  4.3873e+02,  1.2036e+03],
        [-4.9703e+00,  3.2396e+01,  4.2874e+02,  5.0453e+02]], device='cuda:0')"
c9696afe-5932-d98e-4540-1a7cd667cd90_2138.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
47aa38f8-3105-dcc8-1d4e-acdf68065c29_2437.jpg,2,zebra_grevys,"tensor([[  -1.6089,   39.4519,  485.8508,  788.2920],
        [   5.6369,   20.2324, 1340.6737,  869.7561]], device='cuda:0')"
99d44f3e-42ba-1e53-eb80-5ef173541348_4513.jpg,2,zebra_grevys,"tensor([[ -0.8600,  29.7536, 807.0547, 657.8868],
        [ -2.7267,  24.9887, 446.8684, 617.4452]], device='cuda:0')"
25dea2d8-0d58-9add-4753-2b23c6651283_3301.jpg,1,zebra_grevys,"tensor([[  5.3834,  13.6283, 193.3212, 123.3668]], device='cuda:0')"
89f1f48d-baf1-8c39-7fc6-b100274ebb1b_780.jpg,4,zebra_grevys,"tensor([[3.3132e+03, 1.5770e+02, 3.7514e+03, 2.0542e+03],
        [7.7622e+02, 1.0977e+01, 3.7319e+03, 2.0743e+03],
        [8.9712e-01, 4.3882e+01, 3.4155e+03, 2.1454e+03],
        [9.3797e+00, 4.0315e+00, 3.6771e+03, 2.0933e+03]], device='cuda:0')"
ecbb1f8e-536a-53bc-dc86-82d1c5cd7bdd_133.jpg,4,zebra_grevys,"tensor([[1145.2626,   45.4441, 1454.0344,  219.0028],
        [ 222.5837,   63.6238, 1455.5645,  414.1393],
        [ 611.8584,  218.9925, 1460.9272,  435.5586],
        [   9.0789,   42.6839, 1452.2893,  431.1669]], device='cuda:0')"
47a516c5-853a-1815-a825-5a3f7f859e65_4244.jpg,1,zebra_grevys,"tensor([[  15.0158,   13.4478, 1538.2368, 1193.1637]], device='cuda:0')"
47aa38f8-3105-dcc8-1d4e-acdf68065c29_2435.jpg,3,zebra_grevys,"tensor([[235.0868,  97.3156, 632.8169, 742.3066],
        [  8.8034,   4.9208, 408.2306, 716.9553],
        [389.1373,  -2.4895, 637.6562, 221.7640]], device='cuda:0')"
9c121320-5ff1-ee3c-015a-f7f58a57f10b_1709.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
3edcfc53-64c6-2680-d80d-a6929b7bd759_7015.jpg,3,zebra_grevys,"tensor([[-2.0810e+01,  3.7644e+00,  1.5740e+03,  1.0790e+03],
        [-2.1895e+01,  2.5675e+00,  1.6001e+03,  1.0794e+03],
        [ 1.1735e+02,  1.7466e+00,  1.7489e+03,  1.0783e+03]], device='cuda:0')"
72b8be37-a0cb-7c7a-2d22-eeef9d2d93d9_2939.jpg,2,zebra_grevys,"tensor([[  -1.6503,   94.3950,  181.6665,  480.8108],
        [  13.3308,   13.3989,  993.2754, 1073.1434]], device='cuda:0')"
650e60d9-8cc3-8c4d-a7c0-2a55e4fa5310_5190.jpg,2,zebra_grevys,"tensor([[ -0.8213,  13.6915, 397.2111, 394.0471],
        [ 17.9383,  10.5630, 659.2041, 385.4817]], device='cuda:0')"
867ad433-4b35-191d-768a-0b37083a31ef_2789.jpg,2,zebra_grevys,"tensor([[-1.0950e+00, -7.1875e-01,  5.3226e+01,  7.8893e+01],
        [ 8.2298e+00,  1.1216e-01,  2.0551e+02,  1.4571e+02]], device='cuda:0')"
a429ab78-c740-30d5-4338-58a327b2ebaf_5823.jpg,2,zebra_grevys,"tensor([[  15.4815,   23.5447, 1341.9326, 1012.2244],
        [ 686.0633,  406.6073, 1147.9519,  837.6727]], device='cuda:0')"
807f4ebc-8a5d-19e6-f9a8-3edf5fcccc82_3015.jpg,1,zebra_grevys,"tensor([[   7.1250,   15.6686, 1501.4707, 1223.9855]], device='cuda:0')"
f82389e0-dc72-3d13-985e-65ae7c536aa7_459.jpg,2,zebra_grevys,"tensor([[152.8801,  -0.7095, 338.9724, 363.2528],
        [ 16.2509,   0.9820, 309.4995, 359.2007]], device='cuda:0')"
54b0ca61-175c-c6d2-7b08-b1b2dd175641_3727.jpg,1,zebra_grevys,"tensor([[  2.0713,   6.8958, 304.1964, 797.4303]], device='cuda:0')"
99ce11f4-ad56-2855-32a8-760beb4d6cea_4613.jpg,4,zebra_grevys,"tensor([[2.9704e+02, 1.4539e+02, 6.9208e+02, 8.1709e+02],
        [2.5044e+02, 3.7925e+00, 8.3245e+02, 8.3580e+02],
        [4.0094e+00, 4.7894e-01, 8.3141e+02, 8.3600e+02],
        [2.9897e+02, 1.4492e+02, 8.3038e+02, 8.3336e+02]], device='cuda:0')"
5777c8a4-c7e3-5924-0310-001757b4e451_2192.jpg,3,zebra_grevys,"tensor([[-6.8574e-01,  8.9898e+01,  9.6525e+02,  2.9401e+02],
        [-8.5369e-02,  9.6143e+01,  6.7969e+02,  2.9431e+02],
        [ 6.3851e+00,  2.0218e+00,  1.0271e+03,  2.8975e+02]], device='cuda:0')"
900498de-3cdd-a789-39c5-e49511eafe12_9917.jpg,1,zebra_grevys,"tensor([[  16.3992,   20.3787, 2843.9507, 2552.4983]], device='cuda:0')"
9fe24a52-8654-321a-1d2b-99dd10d80867_3437.jpg,5,zebra_grevys,"tensor([[  -3.6586,  260.3522,  282.6515,  697.6680],
        [  -6.1928,  474.1598, 1636.5442, 1846.2327],
        [1534.3677,  482.7511, 2603.5212, 1844.2032],
        [ 398.2254,   62.5106, 2532.8184, 1769.6646],
        [ 402.3778,   59.3094, 2521.3606,  722.6732]], device='cuda:0')"
bfd4131f-1dd4-7f87-f82e-06dfaf8631d8_9151.jpg,1,zebra_grevys,"tensor([[  15.3206,    8.5001, 1602.5773, 1150.9559]], device='cuda:0')"
da510b3b-cb2e-1953-71a1-de34b528cd5d_2010.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
e1798a56-5b5d-799b-8cd3-4c0b7e653f6a_6.jpg,1,zebra_grevys,"tensor([[  51.8801,  226.0591,  408.5584, 1428.3639]], device='cuda:0')"
4b901885-07df-b45f-bd69-b495e62b8082_8754.jpg,1,zebra_grevys,"tensor([[  18.8782,   15.0973, 1855.9937, 1058.8524]], device='cuda:0')"
dc1fa258-8ce8-72a0-2e86-734558c1ff1c_8181.jpg,1,zebra_grevys,"tensor([[ 14.4893,  30.1762, 418.4359, 994.1840]], device='cuda:0')"
6650b5a9-62ee-bedf-54ec-0f244d2cdc08_4637.jpg,1,zebra_grevys,"tensor([[  15.0565,   26.9458, 2556.6284, 2358.3921]], device='cuda:0')"
dfd5caf8-7a10-d9b4-27bf-3b2cbfea84b2_637.jpg,4,zebra_grevys,"tensor([[  -7.0178,  285.2879,  460.0099, 1418.1184],
        [  19.1473,   16.5524, 3274.6282, 2523.8423],
        [  -9.2855,  283.8221,  634.4850, 1563.7830],
        [2418.5757,  926.3620, 3126.6660, 1629.7664]], device='cuda:0')"
2ce34fdc-d508-56ee-97f7-fe9902314779_3516.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
2410c3a4-09c8-187c-7336-f2374855edd0_1746.jpg,2,zebra_grevys,"tensor([[1201.9725,   84.8152, 1412.3976,  682.9611],
        [   7.2316,   24.3963, 1397.0232,  748.5493]], device='cuda:0')"
94b80f59-1b7c-7d2a-42a2-f42679aa96f9_2268.jpg,3,zebra_grevys,"tensor([[ 956.2604,  206.8618, 1145.3336, 1002.0767],
        [  31.6387,  140.1513,  566.2540,  920.0672],
        [  15.5147,   16.9873, 1126.5598,  969.3511]], device='cuda:0')"
7b8d4962-1182-b812-2389-9fc3406e6cf2_8460.jpg,1,zebra_grevys,"tensor([[  2.4710,  -1.1235, 193.8810, 696.0456]], device='cuda:0')"
a5003998-df97-a14e-eab4-d001635ec423_2837.jpg,2,zebra_grevys,"tensor([[-5.3379e-02,  3.4338e+01,  3.6531e+01,  1.1995e+02],
        [ 3.4505e-01,  4.7597e+00,  5.6265e+01,  1.1994e+02]], device='cuda:0')"
edcfc15b-b3d3-9d39-070d-c1b42f6e811e_217.jpg,3,zebra_grevys,"tensor([[  -4.2484,  208.0808,  687.4329, 1323.1545],
        [  24.2686,   21.9585, 1258.3392, 1447.0763],
        [1206.5563,  140.7364, 1268.4517,  719.4072]], device='cuda:0')"
b8de749c-d048-7126-c0e7-fb9d1b1d8f8e_9238.jpg,1,zebra_grevys,"tensor([[  14.4181,   33.6299, 2908.9390, 2068.1648]], device='cuda:0')"
b6f92f1a-66db-d8f2-f575-cd2dbfe3eed8_1662.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
224b9591-b457-67a7-0be8-f615ad9c5b2d_8220.jpg,1,zebra_grevys,"tensor([[ 14.6584,  11.9942, 466.6380, 230.9326]], device='cuda:0')"
3681225f-d52d-75ad-f055-5fea01298065_827.jpg,2,zebra_grevys,"tensor([[-4.3103e-01, -3.2123e-01,  1.0810e+02,  2.1597e+02],
        [ 1.8353e-01, -8.9486e-01,  1.4727e+02,  2.1806e+02]], device='cuda:0')"
b0116f35-3b9c-38cb-5f5a-a21d191888e7_1451.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
